,F10A3,F10A5,F10B3,F10B5,F10C1,F10C3,F10C4,F10D1,F10D5,F10E3,F10E5,F10F1,F10F3,F10F5,F10G2,F11A3,F11A6,F11B1,F11B2,F11B5,F11C2,F11D1,F11D2,F11D4,F11G3,F11G4,F12B1,F12B2,F12B3,F12C6,F12D4,F12E1,F12E4,F12E5,F12E6,F12F1,F12F5,F12G1,F15A3,F15A5,F15A6,F15B5,F15C5,F15C6,F15C8,F15D1,F15D2,F15E1,F15E2,F15E4,F15E5,F15E7,F15F1,F15F3,F15F5,F15F6,F15F8,F15H1,F15H5,F16A2,F16A4,F16A5,F16B1,F16B2,F16B3,F16B6,F16C1,F16D6,F16F4,F16G3,F16G4,F16G6,F17A7,F17B1,F17B7,F17C1,F17C2,F17C7,F17D6,F17E6,F17E7,F17F3,F17F5,F17G3,F17G5,F18B2,F18B4,F18C4,F18D2,F18E1,F18E2,F18F2,F3F1,F5A2,F5A4,F5B1,F5B2,F5B3,F5B4,F5C1,F5C2,F5D1,F5E2,F5E4,F5F2,F5G2,F6A4,F6B2,F6B4,F6C2,F6C4,F6D2,F6E2,F6E4,F6F2,F6F4,F6G2,F6G3,F7A3,F7A6,F7B1,F7B2,F7B4,F7B5,F7B6,F7C1,F7C2,F7C6,F7D2,F7D3,F7D4,F7D6,F7E2,F7E6,F7F2,F7F3,F7F6,F7G2,F7G5,F8A1,F8A2,F8B2,F8B4,F8B5,F8C5,F8D3,F8D4,F8E6,F8G1,F8G2,F9A2,F9A3,F9A4,F9A5,F9B4,F9B6,F9C5,F9D3,F9D6,F9F2,F9F3,F9G3
F15A6,0.43999999999999995,1.0,1.0,0.19999999999999996,1.0,0.19999999999999996,1.0,0.96,0.0,1.0,0.16000000000000003,0.16000000000000003,1.0,1.0,0.31999999999999995,0.16000000000000003,0.7142857142857143,0.9333333333333333,1.0,1.0,0.19999999999999996,0.72,0.5,0.7391304347826086,0.6,1.0,1.0,1.0,0.11111111111111116,1.0,0.0,0.28,0.7142857142857143,1.0,1.0,1.0,0.43999999999999995,1.0,0.0,1.0,1.0,1.0,0.8235294117647058,0.0,0.5789473684210527,0.36,0.48,0.4,1.0,0.6,1.0,0.36,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.07999999999999996,0.33333333333333337,0.31999999999999995,0.2857142857142857,1.0,0.0,1.0,1.0,1.0,0.9,1.0,0.6875,1.0,0.8571428571428572,0.56,0.7142857142857143,1.0,1.0,1.0,0.0,0.8,0.6666666666666667,0.9444444444444444,0.6428571428571428,1.0,0.7142857142857143,1.0,0.5,0.2666666666666667,1.0,1.0,0.43999999999999995,0.2857142857142857,0.7777777777777778,0.28,0.28,0.75,0.33333333333333337,0.5714285714285714,0.0,0.6666666666666667,0.0,0.5714285714285714,0.0,0.0,0.040000000000000036,1.0,1.0,0.0,0.5263157894736843,1.0,0.24,1.0,0.5,1.0,1.0,0.5,1.0,0.43999999999999995,0.24,1.0,0.33333333333333337,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6799999999999999,1.0,1.0,1.0,1.0,0.07999999999999996,1.0,1.0,1.0,0.5333333333333333,1.0,0.75,1.0,0.16000000000000003,0.48,0.24,0.0,0.8571428571428572,0.8333333333333334,0.75,1.0,1.0,1.0,1.0,0.0,0.7222222222222222,0.7857142857142857,1.0,1.0,0.6799999999999999,0.6,0.6666666666666667
F15B5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
F15C5,0.5294117647058824,1.0,1.0,0.0,1.0,0.23529411764705888,0.7,0.23529411764705888,1.0,0.0,0.23529411764705888,0.11764705882352944,0.7142857142857143,0.75,0.6470588235294117,0.3529411764705882,0.8571428571428572,0.6,0.5714285714285714,0.6,0.17647058823529416,0.4117647058823529,0.9,0.6470588235294117,0.6470588235294117,0.0,0.0,1.0,0.7777777777777778,0.6666666666666667,0.0,0.23529411764705888,0.8571428571428572,0.5555555555555556,0.5,0.0,0.17647058823529416,0.5333333333333333,1.0,0.25,0.8235294117647058,0.0,1.0,1.0,0.8235294117647058,0.6470588235294117,0.6470588235294117,0.7647058823529411,0.33333333333333337,0.4,0.5714285714285714,0.5294117647058824,0.0,1.0,0.5882352941176471,1.0,0.25,0.4444444444444444,0.41666666666666663,0.25,0.5,0.3529411764705882,1.0,0.7647058823529411,1.0,0.5882352941176471,1.0,0.7142857142857143,1.0,1.0,0.6,0.7058823529411764,0.75,0.5625,1.0,0.7647058823529411,0.7142857142857143,0.6153846153846154,0.8571428571428572,1.0,1.0,0.8,0.7647058823529411,0.6470588235294117,0.8571428571428572,0.5882352941176471,0.7142857142857143,0.75,1.0,0.9333333333333333,0.8,0.8333333333333334,0.05882352941176472,0.8571428571428572,0.8888888888888888,0.4117647058823529,0.7647058823529411,0.5,0.8888888888888888,0.8571428571428572,1.0,0.6666666666666667,1.0,1.0,0.8333333333333334,0.8333333333333334,0.23529411764705888,1.0,0.5,1.0,0.8235294117647058,0.6,0.8823529411764706,0.6428571428571428,0.8571428571428572,0.6666666666666667,1.0,0.5,0.5,0.05882352941176472,0.11764705882352944,1.0,0.6666666666666667,1.0,0.6363636363636364,1.0,1.0,1.0,0.5,0.5,0.5294117647058824,1.0,0.6,1.0,1.0,0.05882352941176472,1.0,1.0,0.75,0.9333333333333333,0.6666666666666667,0.75,0.0,0.2941176470588235,0.5294117647058824,0.7647058823529411,1.0,0.8571428571428572,0.6666666666666667,0.5,0.0,0.25,0.0,0.6,1.0,0.7058823529411764,0.7142857142857143,0.5,0.6666666666666667,0.47058823529411764,0.7647058823529411,0.7333333333333334
F15C6,0.4,1.0,1.0,0.0,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,0.19999999999999996,0.0,1.0,1.0,0.4,0.19999999999999996,1.0,1.0,1.0,1.0,0.4,0.6,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.19999999999999996,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.6,0.19999999999999996,0.19999999999999996,0.6,1.0,1.0,1.0,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.19999999999999996,0.8,1.0,1.0,1.0,1.0,1.0,0.8,1.0,0.6,1.0,0.8,0.6,0.8,1.0,1.0,1.0,0.0,1.0,0.4,1.0,0.4,1.0,1.0,1.0,0.8,0.8,1.0,1.0,0.4,1.0,1.0,0.0,0.19999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.4,1.0,0.19999999999999996,1.0,0.8,1.0,1.0,1.0,1.0,0.19999999999999996,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.19999999999999996,1.0,1.0,1.0,0.6,1.0,0.75,1.0,0.0,0.4,0.19999999999999996,1.0,0.8,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.8,1.0,0.8
F15C8,0.4736842105263158,1.0,0.0,0.10526315789473684,1.0,0.26315789473684215,0.7,0.631578947368421,1.0,1.0,0.21052631578947367,0.10526315789473684,0.5714285714285714,0.5,0.4736842105263158,0.21052631578947367,1.0,0.8666666666666667,0.5714285714285714,1.0,0.26315789473684215,0.3157894736842105,0.9,1.0,0.5263157894736843,1.0,1.0,0.0,0.7777777777777778,0.7777777777777778,1.0,0.368421052631579,0.5714285714285714,0.8888888888888888,0.6,1.0,0.368421052631579,0.8,1.0,1.0,0.5789473684210527,1.0,0.8235294117647058,0.6,1.0,0.3157894736842105,0.5789473684210527,0.6842105263157895,0.6666666666666667,0.8,0.9285714285714286,0.5263157894736843,0.0,0.0,0.8421052631578947,1.0,0.75,0.8888888888888888,0.75,1.0,0.8333333333333334,0.21052631578947367,0.33333333333333337,0.4736842105263158,0.8571428571428572,0.736842105263158,1.0,0.7142857142857143,1.0,1.0,0.9,0.736842105263158,0.625,0.875,0.5714285714285714,0.631578947368421,0.7142857142857143,0.6923076923076923,1.0,1.0,1.0,0.9,0.5555555555555556,0.7222222222222222,0.5714285714285714,0.7894736842105263,0.8571428571428572,0.5,0.8333333333333334,0.8,0.6,1.0,0.21052631578947367,0.7142857142857143,0.8888888888888888,0.4736842105263158,0.5263157894736843,0.875,0.6666666666666667,0.8571428571428572,1.0,1.0,1.0,0.8571428571428572,0.8333333333333334,0.6666666666666667,0.21052631578947367,1.0,0.5,0.8,0.736842105263158,1.0,0.6842105263157895,0.5714285714285714,0.8571428571428572,1.0,1.0,0.0,1.0,0.10526315789473684,0.21052631578947367,1.0,0.5555555555555556,0.5,0.6363636363636364,1.0,1.0,1.0,1.0,1.0,0.6842105263157895,1.0,1.0,1.0,1.0,0.1578947368421053,1.0,1.0,0.75,0.8,1.0,0.75,1.0,0.26315789473684215,0.4736842105263158,0.4736842105263158,1.0,0.7142857142857143,0.8333333333333334,0.75,1.0,1.0,1.0,0.9,1.0,0.9444444444444444,0.7142857142857143,0.75,0.7777777777777778,0.368421052631579,0.736842105263158,0.8666666666666667
F15D1,0.41025641025641024,0.0,0.0,0.07692307692307687,0.0,0.20512820512820518,0.5,0.7575757575757576,0.0,1.0,0.10256410256410253,0.17948717948717952,1.0,0.875,0.4871794871794872,0.17948717948717952,0.7142857142857143,0.8666666666666667,0.7142857142857143,1.0,0.28205128205128205,0.4285714285714286,0.19999999999999996,0.6521739130434783,0.43333333333333335,1.0,1.0,0.0,0.4444444444444444,1.0,0.0,0.1282051282051282,0.5714285714285714,0.7777777777777778,0.8,1.0,0.28205128205128205,0.9333333333333333,0.0,1.0,0.36,1.0,0.6470588235294117,0.19999999999999996,0.3157894736842105,1.0,0.4666666666666667,0.35,0.0,1.0,0.9285714285714286,0.36111111111111116,0.0,0.0,0.85,0.0,1.0,0.8888888888888888,0.75,0.75,0.5,0.05128205128205132,0.33333333333333337,0.3448275862068966,0.4285714285714286,0.8421052631578947,0.33333333333333337,0.8571428571428572,0.0,1.0,0.7,0.8421052631578947,0.125,0.9375,0.1428571428571429,0.36,0.2857142857142857,0.3076923076923077,0.8571428571428572,1.0,0.0,0.30000000000000004,0.33333333333333337,0.4444444444444444,0.2142857142857143,0.9,0.5714285714285714,1.0,0.0,0.2666666666666667,0.8,0.8333333333333334,0.20512820512820518,0.4285714285714286,0.2222222222222222,0.17948717948717952,0.33333333333333337,0.875,0.4444444444444444,0.2857142857142857,0.5,0.33333333333333337,0.0,0.4285714285714286,0.5,0.5,0.07692307692307687,1.0,0.5,0.6,0.1578947368421053,0.9,0.28,0.7142857142857143,0.4285714285714286,0.6666666666666667,0.0,0.5,0.5,0.23076923076923073,0.20512820512820518,1.0,0.2222222222222222,0.0,0.8181818181818181,0.0,1.0,1.0,1.0,0.5,0.5384615384615384,1.0,1.0,1.0,1.0,0.17948717948717952,1.0,1.0,1.0,0.4,1.0,0.0,1.0,0.07692307692307687,0.41666666666666663,0.4473684210526315,1.0,0.0,0.5,0.25,0.0,0.75,0.0,0.7,1.0,0.38888888888888884,0.7142857142857143,1.0,0.8888888888888888,0.5277777777777778,0.34615384615384615,0.4
F15D2,0.4666666666666667,1.0,1.0,0.16666666666666663,0.0,0.19999999999999996,0.7,0.6333333333333333,1.0,1.0,0.30000000000000004,0.2666666666666667,0.4285714285714286,0.375,0.4666666666666667,0.19999999999999996,0.4285714285714286,0.6666666666666667,0.5,0.19999999999999996,0.16666666666666663,0.5,0.9,0.6956521739130435,0.6666666666666667,0.5,1.0,1.0,0.7777777777777778,0.4444444444444444,1.0,0.4666666666666667,0.8571428571428572,0.8888888888888888,0.30000000000000004,1.0,0.30000000000000004,0.7333333333333334,0.0,0.25,0.48,0.0,0.6470588235294117,0.19999999999999996,0.5789473684210527,0.4666666666666667,1.0,0.55,0.33333333333333337,0.6,0.5714285714285714,0.6,0.0,1.0,0.65,0.0,0.25,0.8888888888888888,0.75,1.0,0.6666666666666667,0.3666666666666667,0.33333333333333337,0.48275862068965514,0.2857142857142857,0.5789473684210527,0.33333333333333337,0.5714285714285714,1.0,1.0,0.9,0.368421052631579,0.5625,0.625,0.7142857142857143,0.56,0.5714285714285714,0.6923076923076923,0.7142857142857143,0.5,0.0,0.9,0.5555555555555556,0.7222222222222222,0.5714285714285714,0.65,0.7857142857142857,0.5,0.33333333333333337,0.5333333333333333,0.8,0.5,0.2666666666666667,0.7142857142857143,0.7777777777777778,0.43333333333333335,0.6333333333333333,0.75,0.6666666666666667,0.8571428571428572,0.75,0.6666666666666667,1.0,0.2857142857142857,0.8333333333333334,0.6666666666666667,0.23333333333333328,0.0,0.5,0.6,0.5263157894736843,0.9,0.36,0.2857142857142857,0.5714285714285714,0.33333333333333337,0.0,0.5,0.75,0.23333333333333328,0.16666666666666663,0.0,0.5555555555555556,0.5,0.6363636363636364,0.0,0.0,0.33333333333333337,0.0,1.0,0.5384615384615384,0.0,0.6,0.0,0.0,0.06666666666666665,0.0,0.0,0.75,0.7333333333333334,0.33333333333333337,0.75,1.0,0.3666666666666667,0.5333333333333333,0.4,0.0,0.7142857142857143,0.8333333333333334,0.5,1.0,0.75,1.0,1.0,0.0,0.5555555555555556,0.5714285714285714,0.5,0.4444444444444444,0.5666666666666667,0.6923076923076923,0.6
F15E1,0.44999999999999996,1.0,1.0,0.09999999999999998,1.0,0.25,0.8,0.8,0.0,1.0,0.30000000000000004,0.15000000000000002,1.0,0.875,0.5,0.050000000000000044,1.0,0.9333333333333333,0.8571428571428572,1.0,0.35,0.75,0.5,0.65,0.65,1.0,1.0,1.0,0.2222222222222222,1.0,1.0,0.25,0.7142857142857143,0.8888888888888888,0.8,1.0,0.30000000000000004,1.0,1.0,1.0,0.4,1.0,0.7647058823529411,0.6,0.6842105263157895,0.35,0.55,1.0,0.6666666666666667,0.4,1.0,0.4,0.0,1.0,0.95,1.0,1.0,1.0,0.75,1.0,0.6666666666666667,0.050000000000000044,0.8333333333333334,0.55,0.2857142857142857,0.9473684210526316,0.33333333333333337,1.0,1.0,1.0,0.9,0.8947368421052632,0.8125,1.0,0.7142857142857143,0.65,1.0,0.6923076923076923,1.0,1.0,1.0,0.7,0.6666666666666667,0.7222222222222222,0.6428571428571428,0.9,0.9285714285714286,1.0,0.5,0.4,1.0,1.0,0.4,0.5714285714285714,0.6666666666666667,0.25,0.35,1.0,0.6666666666666667,0.4285714285714286,0.25,0.6666666666666667,0.0,0.8571428571428572,0.33333333333333337,0.5,0.050000000000000044,1.0,0.5,0.0,0.7894736842105263,1.0,0.44999999999999996,0.8571428571428572,0.6428571428571428,0.6666666666666667,1.0,0.5,0.75,0.5,0.15000000000000002,1.0,0.7777777777777778,0.5,0.7272727272727273,1.0,1.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,0.09999999999999998,1.0,1.0,1.0,0.8666666666666667,1.0,0.75,1.0,0.09999999999999998,0.65,0.5,0.0,0.7142857142857143,0.8333333333333334,1.0,1.0,1.0,1.0,0.8,0.0,0.7777777777777778,0.8571428571428572,1.0,1.0,0.55,0.55,0.7333333333333334
F15E2,0.33333333333333337,1.0,1.0,0.0,0.0,0.33333333333333337,0.0,0.0,1.0,1.0,0.33333333333333337,0.0,1.0,1.0,1.0,0.0,0.6666666666666667,1.0,0.33333333333333337,1.0,0.33333333333333337,0.33333333333333337,1.0,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.6666666666666667,0.6666666666666667,1.0,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.6666666666666667,0.0,0.33333333333333337,0.6666666666666667,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,0.33333333333333337,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,1.0,0.6666666666666667,1.0,0.33333333333333337,0.6666666666666667,0.0,1.0,1.0,1.0,0.6666666666666667,0.33333333333333337,0.0,0.6666666666666667,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.33333333333333337,0.6666666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,1.0,0.33333333333333337,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.5,0.6666666666666667,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666667,1.0,0.0,1.0,0.6666666666666667,1.0,1.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.6666666666666667,1.0,0.6666666666666667,1.0,1.0,0.6666666666666667,0.33333333333333337,0.6666666666666667,0.6666666666666667
F15E4,0.6,1.0,1.0,0.0,1.0,0.8,0.8,0.4,1.0,1.0,0.4,0.0,1.0,1.0,0.6,0.0,1.0,0.8,0.8,1.0,0.4,0.4,0.8,0.4,0.8,1.0,1.0,1.0,0.4,1.0,1.0,0.19999999999999996,1.0,0.6,1.0,1.0,0.6,0.8,1.0,1.0,0.6,1.0,0.4,1.0,0.8,1.0,0.6,0.4,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.6,0.4,1.0,0.8,0.0,1.0,0.4,0.8,0.8,0.6666666666666667,1.0,1.0,1.0,0.6,1.0,1.0,0.8,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.8,0.6,0.4,0.8,0.4,0.8,1.0,1.0,0.8,0.8,1.0,0.19999999999999996,1.0,1.0,0.6,0.6,1.0,1.0,0.8,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.8,0.8,1.0,0.6,0.8,0.4,1.0,1.0,1.0,1.0,0.4,0.0,1.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,0.19999999999999996,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6,1.0,1.0,0.8,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,0.8,0.8,0.6
F15E5,0.5,1.0,1.0,0.1428571428571429,1.0,0.0714285714285714,0.8,0.2142857142857143,1.0,1.0,0.4285714285714286,0.5,0.5714285714285714,0.625,0.5,0.3571428571428571,0.4285714285714286,0.5714285714285714,0.5714285714285714,0.19999999999999996,0.0714285714285714,0.6428571428571428,1.0,0.5,0.7857142857142857,0.0,0.0,1.0,1.0,0.33333333333333337,1.0,0.5,0.5714285714285714,0.7777777777777778,0.5,0.0,0.2857142857142857,0.3571428571428571,1.0,0.25,1.0,0.0,0.5714285714285714,1.0,0.9285714285714286,0.9285714285714286,0.5714285714285714,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,1.0,0.0,1.0,0.5,0.7777777777777778,0.8333333333333334,0.25,1.0,0.7857142857142857,1.0,0.9285714285714286,1.0,0.4285714285714286,1.0,0.7142857142857143,1.0,1.0,0.9,0.2857142857142857,0.8571428571428572,0.4285714285714286,1.0,0.8571428571428572,1.0,1.0,0.4285714285714286,0.5,1.0,1.0,0.9285714285714286,0.9285714285714286,1.0,0.4285714285714286,0.7857142857142857,0.5,1.0,1.0,0.8,0.5,0.0714285714285714,1.0,0.8888888888888888,0.5714285714285714,1.0,0.625,1.0,1.0,1.0,0.6666666666666667,1.0,0.5714285714285714,1.0,1.0,0.4285714285714286,0.0,0.5,1.0,0.9285714285714286,0.5,1.0,0.6428571428571428,1.0,0.33333333333333337,1.0,1.0,1.0,0.2142857142857143,0.1428571428571429,0.0,1.0,1.0,0.7272727272727273,1.0,0.0,0.33333333333333337,0.0,1.0,0.7142857142857143,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142857,0.0,1.0,1.0,0.7142857142857143,0.6428571428571428,0.5714285714285714,1.0,1.0,1.0,0.75,1.0,0.5,1.0,0.9,1.0,0.5714285714285714,0.5714285714285714,0.375,0.6666666666666667,0.2857142857142857,0.9285714285714286,0.8571428571428572
F15E7,0.6111111111111112,1.0,0.0,0.11111111111111116,1.0,0.13888888888888884,0.7,0.6666666666666667,0.0,0.0,0.2222222222222222,0.2222222222222222,0.8571428571428572,0.875,0.33333333333333337,0.3055555555555556,0.5714285714285714,0.4666666666666667,0.8571428571428572,1.0,0.19444444444444442,0.6571428571428571,0.30000000000000004,0.4347826086956522,0.30000000000000004,1.0,1.0,0.0,0.2222222222222222,1.0,0.0,0.19444444444444442,0.4285714285714286,0.5555555555555556,0.9,1.0,0.36111111111111116,0.7333333333333334,0.0,0.75,0.36,1.0,0.5294117647058824,0.4,0.5263157894736843,0.36111111111111116,0.6,0.4,0.6666666666666667,0.6,0.7142857142857143,1.0,1.0,0.0,0.7,0.0,1.0,0.5555555555555556,0.6666666666666667,0.25,0.8333333333333334,0.2222222222222222,0.33333333333333337,0.48275862068965514,0.1428571428571429,0.736842105263158,0.6666666666666667,0.7142857142857143,1.0,0.0,0.7,0.8947368421052632,0.5,0.75,0.7142857142857143,0.52,0.4285714285714286,0.6923076923076923,0.7142857142857143,0.5,0.0,0.4,0.7777777777777778,0.7222222222222222,0.7142857142857143,0.75,0.3571428571428571,1.0,0.16666666666666663,0.19999999999999996,1.0,0.6666666666666667,0.3055555555555556,0.2857142857142857,0.6666666666666667,0.16666666666666663,0.4242424242424242,0.375,0.33333333333333337,0.5714285714285714,0.25,0.33333333333333337,1.0,0.5714285714285714,0.16666666666666663,0.16666666666666663,0.08333333333333337,1.0,0.5,0.19999999999999996,0.42105263157894735,0.4,0.24,0.9285714285714286,0.5,0.6666666666666667,0.0,1.0,0.5,0.33333333333333337,0.2222222222222222,1.0,0.33333333333333337,0.5,0.9090909090909091,1.0,1.0,0.8333333333333334,1.0,0.5,0.5769230769230769,1.0,0.4,1.0,1.0,0.08333333333333337,1.0,1.0,0.75,0.4666666666666667,1.0,0.75,0.0,0.2222222222222222,0.38888888888888884,0.38888888888888884,0.0,0.2857142857142857,0.33333333333333337,0.25,0.0,0.75,0.0,0.8,0.0,0.4444444444444444,0.5,1.0,0.8888888888888888,0.5555555555555556,0.3076923076923077,0.6
F15F1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
F15F3,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
F15F5,0.6,1.0,0.0,0.15000000000000002,1.0,0.09999999999999998,0.7,0.25,1.0,1.0,0.35,0.44999999999999996,0.4285714285714286,0.5,0.5,0.4,0.4285714285714286,0.4666666666666667,0.5714285714285714,0.19999999999999996,0.050000000000000044,0.6,0.9,0.6,0.75,0.0,0.0,1.0,1.0,0.2222222222222222,1.0,0.44999999999999996,0.5714285714285714,0.5555555555555556,0.4,0.0,0.30000000000000004,0.33333333333333337,1.0,0.25,1.0,0.0,0.5882352941176471,1.0,0.8421052631578947,0.85,0.65,0.95,1.0,1.0,0.0,0.7,1.0,1.0,1.0,1.0,0.25,0.6666666666666667,0.75,0.25,0.8333333333333334,0.7,1.0,0.95,0.8571428571428572,0.4736842105263158,1.0,0.4285714285714286,1.0,1.0,0.7,0.368421052631579,0.8125,0.4375,0.8571428571428572,0.85,1.0,0.8461538461538461,0.1428571428571429,0.0,1.0,0.7,0.8333333333333334,0.7777777777777778,0.8571428571428572,0.4,0.7142857142857143,0.25,1.0,1.0,0.8,0.33333333333333337,0.19999999999999996,0.8571428571428572,0.8888888888888888,0.55,0.85,0.5,0.8888888888888888,1.0,1.0,0.6666666666666667,1.0,0.5714285714285714,1.0,1.0,0.35,0.0,0.5,1.0,0.9473684210526316,0.4,1.0,0.5,0.9285714285714286,0.33333333333333337,1.0,1.0,0.5,0.25,0.09999999999999998,0.0,1.0,1.0,0.6363636363636364,1.0,0.0,0.16666666666666663,0.0,1.0,0.65,0.0,0.4,0.0,0.0,0.050000000000000044,0.0,0.0,0.0,0.7333333333333334,0.0,0.75,1.0,0.6,0.55,0.65,1.0,1.0,0.6666666666666667,0.75,1.0,0.25,1.0,0.7,1.0,0.6111111111111112,0.3571428571428571,0.25,0.5555555555555556,0.4,0.85,0.8666666666666667
